Date,Text,Username,Length_Text,Sentiment
Sun Dec 17 16:00:24 +0000 2023,"@aniesmania Kebenaran pada akhirnya muncul juga ke permukaan, biarkan fakta yang berbicara dan membuktikan dfn nyata #AniesMuhaimin2024 #AMINAjaDulu",maldakristina,179,Positive
Sun Dec 17 15:56:36 +0000 2023,"Jelas2 lu tau , setelah putusan MK , baru nih Paslon muncul berdua2.. ya jelas salah banget..  #DebatPilpres #AniesMuhaimin2024",Zhrhannss_,158,Neutral
Sun Dec 17 15:52:06 +0000 2023,Wakanda No More ? Indonesia Forever ????  #AniesMuhaimin2024 https://t.co/IxVOzo7clq,PutraErlangga95,115,Neutral
Sun Dec 17 15:49:50 +0000 2023,"@aniesbaswedan Pemimpin teladan dan idaman, cerdas, sopan santun dan beretika. #AniesMuhaimin2024 #AMINAjaDulu",maldakristina,141,Positive
Sun Dec 17 15:39:21 +0000 2023,"Capres Gw Bise Melantukan Sholawat Asyghil, Bersama Warga Di Aceh ??  #AMINAjaDulu  #AniesMuhaimin2024 https://t.co/h7xoJq6m8R",PutraErlangga95,157,Positive
Sun Dec 17 15:39:20 +0000 2023,jan sampe terulang gaes... #AMINAjaDulu  #AniesMuhaimin2024 https://t.co/Nk24icbQep,kangadisodik,114,Positive
Sun Dec 17 15:38:42 +0000 2023,@B_nin927 Salam Perubahan ? #AniesMuhaimin2024 https://t.co/UTY1tl2Tt3,AAlkarim2,101,Positive
Sun Dec 17 15:37:41 +0000 2023,@Yurissa_Samosir @AdamVelcro @AdeDhani9 @AkalSehat2024 @aking_adit @chaidar_2000 @Kang_Toniee @NohCeukenohhh @mustafaagus007 @choymarkochoy Aceh sambut meriah gerakan perubahan. Saatnya Indonesia bangkit dari keterpurukan dan ketidak adilan.  #AniesMuhaimin2024 #MulutManisAnies,maldakristina,309,Positive
Sun Dec 17 15:30:04 +0000 2023,"Semoga besok senin dan minggu minggu berikutnya diberikan rezeki yang banyak, mudah dan barokah?? #AMINAjaDulu #AniesMuhaimin2024 https://t.co/wWUbEvnhz3",anas_pnk90,184,Positive
Sun Dec 17 15:16:45 +0000 2023,Ulama ulama Se-Jawa Timur siap menangkan Anies - Muhaimin.   Bismillah Jatim menang Mutlak untuk AMIN.  #AMINAjaDulu  #AniesMuhaimin2024 https://t.co/vJhItXxhPH,BangPino__,191,Positive
Sun Dec 17 15:15:00 +0000 2023,Luar biasa warga Aceh ??  Momen pak Anies mampir ngopi di Deli WDCoffee disambut teriakan presiden!  #AMINAjaDulu  #AniesMuhaimin2024 https://t.co/ZHS2VkJWF0,Mdy_Asmara1701,188,Positive
Sun Dec 17 15:13:37 +0000 2023,@BANGSAygSUJUD @kurawa @alextham878 @Minietweets_ @mpoklela7 @ignasbowo @Lembayung071 @OfficialDPP_PBB @Kimberley_2024 @Chaves1305 rakyat tetap memilih #AniesMuhaimin2024,DzulfiqorParisi,201,Neutral
Sun Dec 17 15:12:24 +0000 2023,@ajengcute16__ magnet kampanyenya masih besar dalam perkumpulan. tp klo urusan coblos mencoblos tetep #AniesMuhaimin2024,DzulfiqorParisi,151,Neutral
Mon Dec 18 14:54:14 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @herequeenlv  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/lUqnUf4vU1 https://t.co/4Bjdry7hOc,ApriliaNabillaa,230,Positive
Mon Dec 18 14:53:27 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @gfjaemin1827  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/PujNDML9zf https://t.co/wxHDNH6iRw,bagasekixl,231,Positive
Mon Dec 18 14:52:44 +0000 2023,"Kayanya sudah mulai panas klo ketemu pers nanya soal ndasmu, sebelumnya pak danco juga agak ngegas ditanya soal itu #AniesMuhaimin2024 #prabowo https://t.co/XWKvkgd3a1",Febri40672920,198,Neutral
Mon Dec 18 14:52:32 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @Ghilang683  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/HEOLjiaM8C https://t.co/eEOnpdI8mj,kiaradiraaa,229,Positive
Mon Dec 18 14:48:34 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @gerrrrr97  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/g2UeCu24HI https://t.co/SiyUdS6t9j,SimbolonYokii,228,Positive
Mon Dec 18 14:46:57 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @ggganjargin  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/MeSGYSNcD8 https://t.co/dA9kxfNk62,charlasinta,230,Positive
Mon Dec 18 14:46:23 +0000 2023,"Kata bang indro, kompor gas. Wkwkwk Wakanda No More Indonesia Forever  #AMINAjaDulu  #AminPalingSiapUntukIndonesia  #AniesMuhaimin2024  #AMINkanIndonesia",Lucky_CALPRO,184,Positive
Mon Dec 18 14:44:11 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @hendra_eggy  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/TDUKFFua90 https://t.co/qPP8Mt3LGL,tobiegaaa,230,Positive
Mon Dec 18 14:42:29 +0000 2023,Ponpes Lirboyo Kediri serukan dukungan terbuka untuk Anies-Muhaimin #AniesMuhaimin2024   @DPP_PKB @cakimiNOW @EmHasanuddin @dpwpkbjabar @SyaifulHooda @jamaludin190680 @PKBKuningan @Kosasih7Ujang @UjangOfficial @sahabat_k_ujang @KabFraksi @HaririOfficial @MCSPKBKuningan https://t.co/MAn0d0X3Qo,HaririOfficial,324,Negative
Mon Dec 18 14:41:24 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @Gfthvdh  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/eHgYQy4kEc https://t.co/f3Nh1JiySw,lauraathenaaa,226,Positive
Mon Dec 18 14:40:38 +0000 2023,Ponpes Lirboyo Kediri serukan dukungan terbuka untuk Anies-Muhaimin #AniesMuhaimin2024   @DPP_PKB @cakimiNOW @EmHasanuddin @dpwpkbjabar @SyaifulHooda @jamaludin190680 @PKBKuningan @Kosasih7Ujang @UjangOfficial @sahabat_k_ujang @KabFraksi @HaririOfficial @MCSPKBKuningan https://t.co/bqwkVcjObT,AgungSukmaWija7,324,Negative
Mon Dec 18 14:40:04 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @helloinirubby  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/ieURz6nzn9 https://t.co/e62dol1Rtd,AulinaDevitaa,232,Positive
Mon Dec 18 14:39:21 +0000 2023,Ponpes Lirboyo Kediri serukan dukungan terbuka untuk Anies-Muhaimin #AniesMuhaimin2024   @DPP_PKB @cakimiNOW @EmHasanuddin @dpwpkbjabar @SyaifulHooda @jamaludin190680 @PKBKuningan @Kosasih7Ujang @UjangOfficial @sahabat_k_ujang @KabFraksi @HaririOfficial @MCSPKBKuningan https://t.co/dDxPKBRAT1,KabFraksi,324,Negative
Mon Dec 18 14:38:29 +0000 2023,"Hari ini Indonesia membutuhkan pemimpin yang perspektif dan solutif, dan itu ada di pak @aniesbaswedan   #AniesPresiden2024 #AniesMuhaimin2024 #AMINAjaDulu",anang_jabes,186,Positive
Mon Dec 18 14:38:10 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @heidy_salwa  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/o5bX5gnzYF https://t.co/9iGDYcbB4k,ArnestaLukii,230,Positive
Mon Dec 18 14:36:19 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @gewijaya_  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/8NmIwdJNmK https://t.co/MemK0RuOFK,OktavianoAulino,228,Positive
Mon Dec 18 14:35:18 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @geminiegurls  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/gs0LhoAVlS https://t.co/0vspqC6pJt,KevinnIndraa,231,Positive
Mon Dec 18 14:34:27 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @hellodik2500  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/XgUYLynO41 https://t.co/VtkaiV4jkE,DarwisIrmawann,231,Positive
Mon Dec 18 14:33:38 +0000 2023,"Yg dipikirkan beliau selalu wong cilik, memang Wakanda No More Indonesia Forever  #AMINAjaDulu  #AminPalingSiapUntukIndonesia  #AniesMuhaimin2024  #AMINkanIndonesia",Lucky_CALPRO,195,Positive
Mon Dec 18 14:33:29 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @helloweiying  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/MAPGSYjcED https://t.co/S1kGRbdegE,JunnaSaptrx,231,Positive
Mon Dec 18 14:32:57 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @gdgurlsss  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/GOanKRsYZt https://t.co/IM8mVUDEi4,Banirahmatt,228,Positive
Mon Dec 18 14:31:44 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @GepenkAyangnya  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/RWSVXV03I2 https://t.co/tQoAeBSWiA,AlvinaYukii,233,Positive
Mon Dec 18 14:30:44 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @geunyangAufa  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/uB1uJbha7L https://t.co/1esyPLU8g3,JuliantiSetrwtx,231,Positive
Mon Dec 18 14:29:29 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @Helios_svn  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/VpKmlTBtnQ https://t.co/oDCD78J5wQ,NinaSriwatiii,229,Positive
Mon Dec 18 14:27:30 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @gbyklsta  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/eVngQYnUJ6 https://t.co/DBndW7HB1C,Liaaudreyy,227,Positive
Mon Dec 18 14:26:38 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @gemmmBelL  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/j57MrhfIy2 https://t.co/pBNVNKfREZ,RafatTonyy,228,Positive
Mon Dec 18 14:24:17 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @hcnsunflwer  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/dsSkfJ6R87 https://t.co/vUpzRSvxXH,erlinautarrri,230,Positive
Mon Dec 18 14:21:51 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @gbtbgtcoi  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/l7PIM72og9 https://t.co/pyXriI6Mon,Sanasrina,228,Positive
Mon Dec 18 14:21:20 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @Hehekokk1  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/YFNSlmdpMQ https://t.co/HGQo20SPJP,FHunggai,228,Positive
Mon Dec 18 14:20:50 +0000 2023,Bener kejadian #prabowo #prabowosubianto #AniesMuhaimin2024 #GanjarMahfudRebound https://t.co/x5Qv2y8BJC,Santoso51134628,135,Neutral
Mon Dec 18 14:18:39 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @geeszip  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/6q099PtsEp https://t.co/ljCKTtygdr,cintaujulia,226,Positive
Mon Dec 18 14:18:26 +0000 2023,"@Ary_LFC @IMCMushroom Jgn lupa mampir,  ?? #AniesMuhaimin2024 #AniesMuhaimin2024",amurka_bali,111,Neutral
Mon Dec 18 14:17:27 +0000 2023,@amurka_bali @IMCMushroom GASPOOOL REMBLOOONG #AniesMuhaimin2024 #AniesMuhaimin2024,Ary_LFC,114,Neutral
Mon Dec 18 14:16:53 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @garoxtelkomsel  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/I8HtD1RUd1 https://t.co/f4fcKdJEXT,Miselolivve,233,Positive
Mon Dec 18 14:16:00 +0000 2023,@Ary_LFC @IMCMushroom Jgn kendor #AniesMuhaimin2024 #AniesMuhaimin2024,amurka_bali,101,Neutral
Mon Dec 18 14:15:51 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @GatauKe94756398  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/JmhFeJcraH https://t.co/B6BddUByQC,rayifikrrri,234,Positive
Mon Dec 18 14:15:45 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @GapeduliLagi  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/4XwDkrWad0 https://t.co/7mw8VUhaw6,pipit_puspitaaa,231,Positive
Mon Dec 18 14:13:24 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @healersis  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/LewOJndep9 https://t.co/5yix4Cftyr,syahirasakila,228,Positive
Mon Dec 18 14:13:02 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @hayo5opo  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/HKsQUPVFT0 https://t.co/c9noZnXdu9,LilanAbb,227,Positive
Mon Dec 18 14:12:59 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @hcnnin  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/epwDmTPB48 https://t.co/VOg4GdMQAl,yusufnatanaell,225,Positive
Mon Dec 18 14:12:54 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @hauwleeshit  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/IRnJRt5F3U https://t.co/ldasgMyxzT,panjiprrr,230,Positive
Mon Dec 18 14:11:07 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @gariingan  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/AZ0ns76YRl https://t.co/Lb4OQV9jYf,NanaRamayana,228,Positive
Mon Dec 18 14:10:32 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @Gayabermuda  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/OUC8CBn8OG https://t.co/M0RGnlFixO,rafikaliii,230,Positive
Mon Dec 18 14:10:03 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @Gamjachingu_  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/c4vZkxvo47 https://t.co/qzynK1uQWJ,calvinfrmnsyhh,231,Positive
Mon Dec 18 14:08:20 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @hazelchocmocha  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/LlMXKFrLYx https://t.co/xpqarTub6V,nindyseptianni,233,Positive
Mon Dec 18 14:07:26 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @hbndos  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/WGIPERnNQA https://t.co/0oe96R2TQP,Andiniresyyya,225,Positive
Mon Dec 18 14:07:15 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @haurcey  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/lzlCTUpBPS https://t.co/s09JWsBjTo,Gerimlky,226,Positive
Mon Dec 18 14:05:25 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @gara24_  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/onXqJNtEEQ https://t.co/LEBSkaoVAI,Yuni_Ameliax,226,Positive
Mon Dec 18 14:05:11 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @Halanatninatnin  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/VzhEkuLIpU https://t.co/JY2a4wdAGD,gunturmaul,234,Positive
Mon Dec 18 14:04:52 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @HarizElrahman  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/Xz8iBpOG65 https://t.co/WYDaKjT0JH,citraaulii,232,Positive
Mon Dec 18 14:04:39 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @gataoo__  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/p3XyshcUFo https://t.co/jVl0Gr90z9,PutraBahter,227,Positive
Mon Dec 18 14:04:32 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @gani02563965  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/Xv6gcs31Aj https://t.co/PFZDquX4g2,BagusjSaputra,231,Positive
Mon Dec 18 14:04:09 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @Haslindasftr  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/qSEj5KsvVr https://t.co/s0ve6KwC5M,AksaraRessa,231,Positive
Mon Dec 18 14:02:39 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @hayuluhhh  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/9ioWHpP4fw https://t.co/xPQAOAsS5j,keyshamhranii,228,Positive
Mon Dec 18 14:02:21 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @Frnzzy_  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/k35RLwddf8 https://t.co/jntvR3u2Ko,mayraptrnasira,226,Positive
Mon Dec 18 14:02:10 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @Ftraamrul  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/6zFFp0tEU2 https://t.co/zdref5s9AM,Snistiaaa,228,Positive
Mon Dec 18 14:01:50 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @frinkypiglet  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/xxZUR0ydpT https://t.co/iJoRygtnjC,gustiarmawann,231,Positive
Mon Dec 18 14:01:44 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @haujoshdh_  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/oYSJ7BcGZc https://t.co/uIi4AdoMZL,Asmorognd,229,Positive
Mon Dec 18 14:01:33 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @frzly  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/as9oo6BhPd https://t.co/HGcN39Z6Wo,CandraSultiann,224,Positive
Mon Dec 18 13:59:32 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @haj_hari  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/aiF9SCaGsk https://t.co/55GvE7l9eo,kaylaseptiannii,227,Positive
Mon Dec 18 13:59:11 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @hansssaplast  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/sb1IgJfIco https://t.co/bdEBNBDv1f,naviraulia,231,Positive
Mon Dec 18 13:59:10 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @HanafiP5  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/7vFOBQr5Ec https://t.co/YLzM47VizI,nizaramdhanii,227,Positive
Mon Dec 18 13:59:06 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @Haieqalsyah  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/JheVPmJX14 https://t.co/IxXhQ45pbP,sivaaindahh,230,Positive
Mon Dec 18 13:58:59 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @gangga_ary  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/cMZMq5WvBf https://t.co/FBOVXmz477,windiasrii,229,Positive
Mon Dec 18 13:57:51 +0000 2023,Anak adalah cerminan orang tua. Apa yang kau harapkan padanya bergantung pada caramu memperlakukannya.  #AniesMuhaimin2024 #AMINAjaDulu #AniesPresiden2024,anang_jabes,185,Positive
Mon Dec 18 13:56:54 +0000 2023,@Naz_lira tapi isi artikelnya gak ada yg mengatakan akan memburu penyebar video... #AniesMuhaimin2024 #AniesMuhaimin2024,Ary_LFC,151,Neutral
Mon Dec 18 13:56:45 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @frnznnzi  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/02RuzKDtBY https://t.co/ArvOydw6M6,deswitacarmilla,227,Positive
Mon Dec 18 13:56:37 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @fujancok  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/USfXbcxkec https://t.co/ALDHjODOUV,SyahirayJ,227,Positive
Mon Dec 18 13:56:27 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @Fuzui_jamrd  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/sKbj80x8km https://t.co/mPP34Ra8eY,Dausarjuna,230,Positive
Mon Dec 18 13:56:21 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @frhnsyhdn14  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/IKk2bqZlE4 https://t.co/zanvsCDRNj,YogiPutrx,230,Positive
Mon Dec 18 13:55:41 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @Galih2606  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/FdBjtbUMQ5 https://t.co/BV3cbVOXzB,andiniraudella,228,Positive
Mon Dec 18 13:53:50 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @happy_trus_  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/fmX18ow3FL https://t.co/k7dSe6bhMH,EkaNasutio,230,Positive
Mon Dec 18 13:53:47 +0000 2023,@Kamalbukankumal @Mdy_Asmara1701 @aniesbaswedan Siap.. ?? Klo sudh normal lg lgsng sy folback.  #AMINAjaDulu #AniesMuhaimin2024,amurka_bali,158,Positive
Mon Dec 18 13:53:45 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @handstabilizers  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/UA2raHcJXh https://t.co/pC9szNDyxE,AndiniResyaa,234,Positive
Mon Dec 18 13:53:41 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @HariSan44926084  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/MJOWjpV1iC https://t.co/VzilFghLsb,RaditIrwansya,234,Positive
Mon Dec 18 13:53:40 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @haidarbaiduri  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/DSoOq1Zwwu https://t.co/C8AuPNrESz,MandaAmalz,232,Positive
Mon Dec 18 13:52:53 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @hasanupin  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/aB0msZtzyM https://t.co/GFmqCUCfti,AarmanMaulanaa,228,Positive
Mon Dec 18 13:52:31 +0000 2023,"Jika Capres Anies , Cawapres Muhaimin , Partai Nasdem , PKB , PKS , Umat, Relawan &amp  Simpatisan Bergerak Bersama Di Seluruh Penjuru Tanah Air Tentu Kita Yakin AMIN Bisa Menang Satu Putaran .  #AniesMuhaimin2024 https://t.co/2Z2zmdRWqN",Moh_swd,268,Positive
Mon Dec 18 13:51:22 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @FSukaella  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/taH6MfakNd https://t.co/Wl29R6gIHt,adeliachrstn,228,Positive
Mon Dec 18 13:51:06 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @FristyGoza  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/2Nyv7fwckG https://t.co/jljnGVOVns,yasminedevv,229,Positive
Mon Dec 18 13:50:56 +0000 2023,Gagasan terbaik adalah rekam jejak - Anies baswedan @Galangwrwr  #AniesMuhaimin2024 | samsul mega banyumas Ndasmu Scoopy kinan | #MakinjelasMasbowoaja https://t.co/D6ymH4mDfa https://t.co/Dnp6LqCTEM,fajarfarisss,229,Positive
